id_respondente,sexo_desc,escolaridade_desc,raca_desc,religiao_desc,rend1_desc,rend2_desc,regiao_desc,cond_desc,porte_desc,p4_desc,p6a_desc,p6b_desc,p6c_desc,p6d_desc,p6e_desc,idade_num,idade_num_norm,p5_desc
0,FEM,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda em parte,Concorda totalmente,36.0,0.2702702702702703,Tenho visto mais pessoas trabalhando nos semáforos/ruas
1,FEM,Superior completo,Parda,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,Discorda em parte,51.0,0.472972972972973,Tenho visto mais pessoas trabalhando nos semáforos/ruas
2,MAS,5ª série (ou 6º ano),Parda,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Não sabe/ Não respondeu,Discorda totalmente,Concorda em parte,67.0,0.6891891891891893,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
3,MAS,Analfabeto,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,18.0,0.02702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
4,FEM,1ª série (ou 2º ano),Preta,Espírita/ Kardecista,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Concorda em parte,Concorda em parte,Discorda totalmente,83.0,0.9054054054054055,Não sabe/ Não respondeu
5,MAS,3ª série,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 5 A 10,SUL,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda",Discorda em parte,30.0,0.1891891891891892,Tenho visto mais pessoas trabalhando nos semáforos/ruas
6,MAS,4ª série (ou 5º ano),Preta,"Ateu, não tem religião",ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,"Passear com cachorros, animais de estimação",Discorda em parte,Concorda totalmente,Discorda em parte,"Não concorda, nem discorda",Concorda em parte,20.0,0.05405405405405406,Tenho visto mais pessoas trabalhando nos semáforos/ruas
7,FEM,Analfabeto,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,Não sabe/ Não respondeu,69.0,0.7162162162162162,Não sabe/ Não respondeu
8,FEM,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,SUL,INTERIOR,ATÉ 5.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,54.0,0.5135135135135136,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
9,FEM,4ª série (ou 5º ano),Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,Revender cosméticos ou produtos de beleza,Concorda totalmente,Discorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,59.0,0.5810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
10,FEM,3ª série,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Não sabe/ Não respondeu,58.0,0.5675675675675675,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
11,FEM,Superior incompleto,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,35.0,0.2567567567567568,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
12,FEM,3ª série,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUL,INTERIOR,ATÉ 5.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,55.0,0.5270270270270271,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
13,MAS,Superior completo,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 10 A 20,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,"Não concorda, nem discorda",Discorda totalmente,Concorda em parte,Concorda totalmente,56.0,0.5405405405405406,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
14,MAS,3ª série,Parda,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,28.0,0.16216216216216217,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
15,MAS,8ª série (ou 9º ano),Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda em parte,58.0,0.5675675675675675,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
16,FEM,3ª série,Preta,Católica Apostólica Romana,ATÉ 1,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Não sabe/ Não respondeu,Concorda em parte,Concorda totalmente,63.0,0.6351351351351352,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
17,MAS,3ª série,Amarela,Assembléia de Deus,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,44.0,0.3783783783783784,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
18,FEM,3ª série,Branca,Católica Apostólica Romana,NÃO RESPONDEU,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,25.0,0.1216216216216216,Tenho visto mais favelas/barracos/áreas ocupadas
19,FEM,Superior completo,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,22.0,0.08108108108108109,Não sabe/ Não respondeu
20,FEM,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,NÃO RESPONDEU,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,46.0,0.4054054054054055,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
21,MAS,3ª série (ou 4º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,67.0,0.6891891891891893,Tenho visto mais favelas/barracos/áreas ocupadas
22,FEM,3ª série,Branca,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,PERIFERIA,DE 100.001 A 500.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,49.0,0.44594594594594594,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
23,FEM,Superior incompleto,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não sabe/ Não respondeu,Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,50.0,0.45945945945945943,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
24,FEM,5ª série (ou 6º ano),Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,38.0,0.29729729729729737,Tenho visto mais pessoas trabalhando nos semáforos/ruas
25,FEM,8ª série (ou 9º ano),Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,Cuidar de idosos,"Não concorda, nem discorda",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,51.0,0.472972972972973,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
26,MAS,3ª série,Branca,"Ateu, não tem religião",MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,"Fazer trabalhos manuais, como bijuterias, artesanatos","Não concorda, nem discorda",Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,39.0,0.31081081081081086,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
27,FEM,2ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 50.001 A 100.000,Cuidar de idosos,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,26.0,0.13513513513513514,Tenho visto mais pessoas trabalhando nos semáforos/ruas
28,FEM,7ª série (ou 8º ano),Branca,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,Vender roupas e outros artigos usados,Discorda totalmente,Concorda totalmente,Concorda em parte,Concorda em parte,Concorda totalmente,40.0,0.32432432432432434,Tenho visto mais pessoas trabalhando nos semáforos/ruas
29,FEM,6ª série (ou 7º ano),Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,51.0,0.472972972972973,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
30,FEM,7ª série (ou 8º ano),Parda,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,39.0,0.31081081081081086,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
31,FEM,3ª série,Amarela,"Ateu, não tem religião",ATÉ 1,MAIS DE 1 A 2,NORTE,INTERIOR,DE 20.001 A 50.000,Vender roupas e outros artigos usados,Discorda totalmente,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda em parte,25.0,0.1216216216216216,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
32,FEM,Superior incompleto,Preta,Assembléia de Deus,ATÉ 1,ATÉ 1,SUL,PERIFERIA,DE 100.001 A 500.000,Cuidar de idosos,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,62.0,0.6216216216216217,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
33,FEM,3ª série,Parda,Universal do Reino de Deus,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Atuar como segurança em estabelecimentos comerciais,Concorda totalmente,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,49.0,0.44594594594594594,Tenho visto mais favelas/barracos/áreas ocupadas
34,MAS,3ª série,Branca,"Ateu, não tem religião",ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Concorda em parte,36.0,0.2702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
35,MAS,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,NÃO RESPONDEU,NÃO RESPONDEU,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,36.0,0.2702702702702703,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
36,MAS,Superior incompleto,Branca,Assembléia de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Concorda em parte,"Não concorda, nem discorda",Discorda totalmente,Concorda totalmente,Concorda totalmente,36.0,0.2702702702702703,Tenho visto mais pessoas trabalhando nos semáforos/ruas
37,FEM,3ª série,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Discorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,50.0,0.45945945945945943,Não sabe/ Não respondeu
38,FEM,3ª série,Preta,Universal do Reino de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,24.0,0.10810810810810811,Tenho visto mais favelas/barracos/áreas ocupadas
39,MAS,Superior incompleto,Parda,Espírita/ Kardecista,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,Concorda totalmente,66.0,0.6756756756756757,Tenho visto mais pessoas trabalhando nos semáforos/ruas
40,FEM,3ª série,Branca,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Produzir alimentos em casa para vender (bolos, pães, doces, refeições, etc.)",Concorda em parte,Concorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,46.0,0.4054054054054055,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
41,FEM,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,Concorda totalmente,27.0,0.14864864864864868,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
42,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 10 A 20,MAIS DE 20,CENTRO OESTE,INTERIOR,DE 50.001 A 100.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Discorda totalmente,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,40.0,0.32432432432432434,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
43,FEM,8ª série (ou 9º ano),Preta,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,28.0,0.16216216216216217,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
44,FEM,Superior incompleto,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,ATÉ 5.000,Revender cosméticos ou produtos de beleza,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,35.0,0.2567567567567568,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
45,FEM,Analfabeto,Parda,Universal do Reino de Deus,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,Concorda totalmente,Não sabe/ Não respondeu,60.0,0.5945945945945946,Tenho visto mais pessoas trabalhando nos semáforos/ruas
46,FEM,3ª série,Amarela,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,24.0,0.10810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
47,FEM,6ª série (ou 7º ano),Branca,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Discorda em parte,Concorda totalmente,Discorda totalmente,Concorda em parte,Concorda totalmente,39.0,0.31081081081081086,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
48,MAS,2ª série (ou 3º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Não sabe/ Não respondeu,Discorda totalmente,Concorda totalmente,27.0,0.14864864864864868,Não sabe/ Não respondeu
49,MAS,2ª série,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 20.001 A 50.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda em parte,Discorda totalmente,Concorda totalmente,Discorda totalmente,21.0,0.06756756756756754,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
50,FEM,3ª série,Parda,Assembléia de Deus,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,"Bico de serviços gerais, como faxina, manutenção, reformas, jardinagem, “marido de aluguel”, entre outras",Discorda em parte,Discorda em parte,Discorda em parte,Concorda em parte,Concorda em parte,30.0,0.1891891891891892,Não sabe/ Não respondeu
51,FEM,5ª série (ou 6º ano),Parda,É religioso mas não segue nenhuma/ Agnóstico,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda totalmente,"Não concorda, nem discorda","Não concorda, nem discorda",33.0,0.22972972972972971,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
52,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,NORDESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda totalmente,47.0,0.41891891891891897,Tenho visto mais pessoas trabalhando nos semáforos/ruas
53,FEM,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,50.0,0.45945945945945943,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
54,FEM,4ª série (ou 5º ano),Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 50.001 A 100.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,65.0,0.6621621621621622,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
55,FEM,3ª série,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,56.0,0.5405405405405406,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
56,MAS,Superior incompleto,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda em parte,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,59.0,0.5810810810810811,Não sabe/ Não respondeu
57,MAS,3ª série,Branca,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,23.0,0.09459459459459463,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
58,FEM,5ª série (ou 6º ano),Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Não sabe/ Não respondeu,Discorda totalmente,Discorda totalmente,Discorda totalmente,Discorda totalmente,80.0,0.8648648648648649,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
59,FEM,Superior completo,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Não precisou fazer atividade extra,Concorda totalmente,Discorda totalmente,Discorda em parte,Discorda em parte,Discorda em parte,26.0,0.13513513513513514,Não sabe/ Não respondeu
60,MAS,Superior incompleto,Branca,Outras religiões,MAIS DE 1 A 2,MAIS DE 2 A 5,SUL,INTERIOR,DE 50.001 A 100.000,Vender roupas e outros artigos usados,Concorda em parte,Concorda totalmente,Concorda em parte,Discorda totalmente,Discorda totalmente,44.0,0.3783783783783784,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
61,FEM,3ª série,Branca,Outras Evangélicas específicas,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Concorda em parte,Discorda totalmente,Discorda totalmente,Discorda em parte,Concorda em parte,24.0,0.10810810810810811,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
62,MAS,4ª série (ou 5º ano),Preta,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,60.0,0.5945945945945946,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
63,FEM,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,"Bico de serviços de beleza (cabeleireiro, barbeiro, manicure, depilação, entre outros)",Concorda em parte,Concorda totalmente,Concorda totalmente,Discorda totalmente,Concorda totalmente,38.0,0.29729729729729737,Não sabe/ Não respondeu
64,MAS,3ª série,Parda,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,CAPITAL,MAIS DE 500.000,Não precisou fazer atividade extra,Concorda totalmente,Concorda totalmente,Concorda em parte,"Não concorda, nem discorda",Discorda totalmente,21.0,0.06756756756756754,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
65,MAS,3ª série,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,Não sabe/ Não respondeu,Concorda totalmente,Concorda totalmente,Discorda em parte,Discorda em parte,Concorda totalmente,66.0,0.6756756756756757,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
66,FEM,3ª série,Branca,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Discorda em parte,Discorda totalmente,Discorda em parte,44.0,0.3783783783783784,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
67,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUDESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda em parte,Concorda em parte,Discorda em parte,Concorda totalmente,47.0,0.41891891891891897,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
68,FEM,4ª série (ou 5º ano),Preta,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,CAPITAL,MAIS DE 500.000,Cuidar de idosos,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,67.0,0.6891891891891893,Tenho visto ou conheço muitas pessoas com dificuldades para comprar alimentos
69,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,"Fazer trabalhos manuais, como bijuterias, artesanatos",Discorda totalmente,Discorda totalmente,Discorda em parte,Discorda totalmente,Concorda totalmente,42.0,0.3513513513513513,Tenho visto mais pessoas trabalhando nos semáforos/ruas
70,MAS,3ª série,Branca,"Ateu, não tem religião",MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,PERIFERIA,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda em parte,Concorda totalmente,Discorda totalmente,Discorda totalmente,Concorda totalmente,16.0,0.0,Tenho visto mais pessoas trabalhando nos semáforos/ruas
71,MAS,2ª série,Parda,Outras Evangélicas específicas,MAIS DE 1 A 2,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 100.001 A 500.000,Não precisou fazer atividade extra,Discorda totalmente,Concorda totalmente,Concorda totalmente,Discorda em parte,Concorda totalmente,42.0,0.3513513513513513,Não tenho percebido/ visto aumento de pessoas em situação de pobreza na cidade
72,MAS,3ª série,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 100.001 A 500.000,"Precisou fazer, mas não foi nenhuma destas atividades/ Outras",Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,Concorda totalmente,42.0,0.3513513513513513,Tenho visto o aumento da população em situação de rua/ pessoas morando na rua
